user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.31	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Palsa-892;s__	N/A	N/A	N/A	N/A	N/A	GCA_003135415.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Palsa-892;s__Palsa-892 sp003135415	78.53	0.49	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	75.63	11	0.9247032875456265	Genome has more than 12.5% of markers with multiple hits
bin.32	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	taxonomic novelty determined using RED	N/A	N/A	15.14	11	0.9030495775776725	Genome has more than 78.3% of markers with multiple hits
bin.33	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria_A;o__Fen-336;f__Fen-336;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria_A;o__Fen-336;f__Fen-336;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	68.45	11	0.7942598146910279	Genome has more than 23.3% of markers with multiple hits
bin.34	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__	N/A	N/A	N/A	N/A	N/A	GCA_004193285.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__PMG-095 sp004193285	76.22	0.16	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	51.11	11	0.8530682396385328	N/A
bin.35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	N/A	N/A	N/A	N/A	N/A	GCF_003391115.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__Sphingomonas_I crusticola	79.85	0.55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_I;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003248515.1, s__Sphingomonas_I sp003248515, 95.0, 76.85, 0.3	20.42	11	0.9587575981829219	N/A
bin.36	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__Palsa-1032;s__	N/A	N/A	N/A	N/A	N/A	GCA_003169735.1	95.0	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__Palsa-1032;s__Palsa-1032 sp003169735	78.7	0.31	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	15.32	11	0.8549832893809179	N/A
bin.37	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria_A;o__Fen-336;f__Fen-336;g__AA29;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222295.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria_A;o__Fen-336;f__Fen-336;g__AA29;s__AA29 sp003222295	83.8	0.63	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria_A;o__Fen-336;f__Fen-336;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	43.27	11	0.9465832670175978	Genome has more than 23.3% of markers with multiple hits
bin.39	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_003097155.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__Sphingomonas_A sp003097155	79.99	0.64	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000620665.1, s__Sphingomonas_A sp000620665, 95.0, 79.65, 0.62; GCF_003499275.1, s__Sphingomonas_A sp003499275, 95.0, 78.1, 0.42; GCF_003970925.1, s__Sphingomonas_A sp003970925, 95.0, 78.07, 0.43; GCF_003332855.1, s__Sphingomonas_A ginsengisoli, 95.0, 78.07, 0.42; GCF_000711715.1, s__Sphingomonas_A astaxanthinifaciens, 95.0, 77.9, 0.41; GCF_000585415.1, s__Sphingomonas_A jaspsi, 95.0, 77.79, 0.35; GCF_003583725.1, s__Sphingomonas_A sp003583725, 95.0, 77.12, 0.22; GCA_004282935.1, s__Sphingomonas_A sp004282935, 95.0, 76.05, 0.1	51.79	11	0.9678610480521244	N/A
bin.4	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	65.1	11	0.6288166739815896	Genome has more than 15.0% of markers with multiple hits
bin.40	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	67.04	11	0.8391027116637477	Genome has more than 11.7% of markers with multiple hits
bin.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	N/A	N/A	N/A	N/A	N/A	GCA_003242275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	77.76	0.41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.08	11	0.8572018110173683	Genome has more than 79.2% of markers with multiple hits;Genome domain questionable ( 10.8% Bacterial, 4.1% Archaeal)
bin.44	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AV2;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	19.94	11	0.860852071596514	N/A
bin.46	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223515.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__Gp1-AA17 sp003223515	76.91	0.12	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__Gp1-AA17;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003140235.1, s__Gp1-AA17 sp003140235, 95.0, 77.69, 0.1	20.63	11	0.9075318739238137	N/A
bin.47	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	ANI	N/A	GCA_003134685.1, s__UBA4720 sp003134685, 95.0, 78.94, 0.46; GCA_003221805.1, s__UBA4720 sp003221805, 95.0, 78.78, 0.44; GCA_003223425.1, s__UBA4720 sp003223425, 95.0, 78.72, 0.43; GCA_003131365.1, s__UBA4720 sp003131365, 95.0, 78.57, 0.39; GCA_002404375.1, s__UBA4720 sp002404375, 95.0, 78.12, 0.39	61.83	11	0.9598470709196852	N/A
bin.48	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	30.48	11	0.7938342109426682	N/A
bin.49	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	25.02	11	0.7746156227970978	N/A
bin.5	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__	N/A	N/A	N/A	N/A	N/A	GCA_003142495.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__FEN-1250 sp003142495	82.26	0.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	70.2	11	0.9189700759870016	Genome has more than 15.8% of markers with multiple hits
bin.50	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	50.71	11	0.8839243303521322	N/A
bin.51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	56.43	11	0.8852851164558363	N/A
bin.52	d__Bacteria;p__Dormibacterota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	12.92	11	0.35744000692746974	N/A
bin.53	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_007122215.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__SKUG01;g__SKUG01;s__SKUG01 sp007122215	75.8	0.23	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	21.9	11	0.6099115736748633	Genome has more than 70.8% of markers with multiple hits
bin.54	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	10.93	11	0.407833555307076	Genome domain questionable ( 12.5% Bacterial, 3.3% Archaeal)
bin.55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_003576685.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__SYSU-D60014;s__SYSU-D60014 sp003576685	76.95	0.18	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	42.72	11	0.7735130861428398	Genome has more than 20.0% of markers with multiple hits
bin.56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_001425865.1, s__Rhizobacter sp001425865, 95.0, 81.66, 0.68; GCF_001425825.1, s__Rhizobacter sp001425825, 95.0, 80.73, 0.61; GCF_900142965.1, s__Rhizobacter sp900142965, 95.0, 80.38, 0.64; GCF_000800095.1, s__Rhizobacter sp000800095, 95.0, 80.11, 0.63; GCA_001263235.1, s__Rhizobacter sp001263235, 95.0, 79.97, 0.48; GCF_003852895.1, s__Rhizobacter sp003852895, 95.0, 79.95, 0.49; GCA_003152055.1, s__Rhizobacter sp003152055, 95.0, 79.94, 0.37; GCF_000799605.1, s__Rhizobacter sp000799605, 95.0, 79.79, 0.65; GCF_000799305.1, s__Rhizobacter sp000799305, 95.0, 79.75, 0.55; GCF_002116905.1, s__Rhizobacter gummiphilus, 95.0, 79.71, 0.5; GCA_005882155.1, s__Rhizobacter sp005882155, 95.0, 79.42, 0.36; GCF_001425785.1, s__Rhizobacter sp001425785, 95.0, 79.39, 0.38; GCA_001464195.1, s__Rhizobacter sp001464195, 95.0, 78.74, 0.29; GCA_002281415.1, s__Rhizobacter sp002281415, 95.0, 78.5, 0.26; GCA_002255905.1, s__Rhizobacter sp002255905, 95.0, 78.43, 0.33	15.34	11	0.9552202121058462	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.57	d__Bacteria;p__Planctomycetota;c__MHYJ01;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	56.35	11	0.6082779602051344	Genome has more than 29.2% of markers with multiple hits
bin.58	d__Bacteria;p__Myxococcota_A;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	11.85	11	0.37609710222140363	N/A
bin.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp002754175	GCF_002754175.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp002754175	97.21	0.93	GCF_002754175.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp002754175	97.21	0.93	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000302535.1, s__Acidovorax_D sp000302535, 95.0, 92.37, 0.87; GCF_003058055.1, s__Acidovorax_D sp003058055, 95.0, 91.3, 0.87; GCF_005405905.1, s__Acidovorax_D sp005405905, 95.0, 88.62, 0.85; GCF_002245625.1, s__Acidovorax_D kalamii, 95.0, 88.45, 0.85; GCF_001633105.1, s__Acidovorax_D sp001633105, 95.0, 88.45, 0.84; GCF_001411535.1, s__Acidovorax_D sp001411535, 95.0, 88.06, 0.8; GCF_003852545.1, s__Acidovorax_D sp003852545, 95.0, 87.87, 0.79; GCF_003060895.1, s__Acidovorax_D sp003060895, 95.0, 87.14, 0.72; GCF_000204195.1, s__Acidovorax_D radicis, 95.0, 86.88, 0.82; GCF_000238595.1, s__Acidovorax_D sp000238595, 95.0, 86.74, 0.7; GCF_002797445.1, s__Acidovorax_D sp002797445, 95.0, 86.43, 0.81; GCF_006715665.1, s__Acidovorax_D sp006715665, 95.0, 86.28, 0.76; GCF_001424425.1, s__Acidovorax_D sp001424425, 95.0, 85.69, 0.8; GCF_001422735.1, s__Acidovorax_D sp001422735, 95.0, 85.59, 0.79; GCF_001714725.1, s__Acidovorax_D sp001714725, 95.0, 85.38, 0.68; GCF_003669015.1, s__Acidovorax_D sp002754495, 95.0, 84.67, 0.69; GCA_004210805.1, s__Acidovorax_D sp004210805, 95.0, 84.57, 0.69; GCA_001464865.1, s__Acidovorax_D sp001464865, 95.0, 84.44, 0.62; GCF_003053545.1, s__Acidovorax_D sp003053545, 95.0, 84.31, 0.77; GCA_003208485.1, s__Acidovorax_D sp003208485, 95.0, 84.28, 0.77; GCF_003663825.1, s__Acidovorax_D sp003663825, 95.0, 84.26, 0.68; GCF_001428665.1, s__Acidovorax_D sp001428665, 95.0, 84.22, 0.77; GCF_006716905.1, s__Acidovorax_D temperans, 95.0, 84.19, 0.6; GCA_002377855.1, s__Acidovorax_D delafieldii_A, 95.0, 83.49, 0.61	87.3	11	N/A	N/A
bin.60	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222675.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__QHWT01;s__QHWT01 sp003222675	77.67	0.41	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	25.85	11	0.9167249845999533	N/A
bin.62	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003235555.1	95.0	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__SZUA-254;s__SZUA-254 sp003235555	75.84	0.04	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__SZUA-254;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	89.29	11	0.7919597055440464	N/A
bin.64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__	N/A	N/A	N/A	N/A	N/A	GCA_002292945.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__UBA964;s__UBA964 sp002292945	76.84	0.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	20.28	11	0.8843349304116471	N/A
bin.65	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__	ANI	N/A	GCF_900188215.1, s__Tardiphaga sp900188215, 95.0, 96.34, 0.36; GCF_001618955.1, s__Tardiphaga robiniae, 95.0, 95.22, 0.39; GCF_900114605.1, s__Tardiphaga sp900114605, 95.0, 92.37, 0.42; GCF_003096755.1, s__Tardiphaga sp003096755, 95.0, 89.25, 0.39; GCA_007018905.1, s__Tardiphaga sp007018905, 95.0, 81.34, 0.27; GCA_004173095.1, s__Tardiphaga sp004173095, 95.0, 80.52, 0.21; GCA_002256345.1, s__Tardiphaga sp002256345, 95.0, 80.18, 0.3	11.53	11	0.9944108280107095	Genome domain questionable ( 12.5% Bacterial, 6.6% Archaeal)
bin.66	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	41.39	11	0.7793330447035014	N/A
bin.67	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__	N/A	N/A	N/A	N/A	N/A	GCA_003142495.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__FEN-1250 sp003142495	79.76	0.37	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	23.79	11	0.9036261142923658	Genome has more than 10.8% of markers with multiple hits
bin.69	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Cystobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	12.18	11	0.9753313234668748	N/A
bin.7	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002786495.1	95.0	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__21-14-all-47-17;s__21-14-all-47-17 sp002786495	81.02	0.03	d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	31.43	11	0.8459592740868963	N/A
bin.70	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__2-12-FULL-66-21;s__	N/A	N/A	N/A	N/A	N/A	GCA_001767455.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__2-12-FULL-66-21;s__2-12-FULL-66-21 sp001767455	77.51	0.2	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	38.67	11	0.867021335439178	Genome has more than 16.7% of markers with multiple hits
bin.71	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	18.57	11	0.9239902919973101	N/A
bin.72	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	31.27	11	0.8445446599123515	N/A
bin.74	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__	ANI	N/A	GCA_003221805.1, s__UBA4720 sp003221805, 95.0, 79.16, 0.42; GCA_003134685.1, s__UBA4720 sp003134685, 95.0, 78.94, 0.5; GCA_003223425.1, s__UBA4720 sp003223425, 95.0, 78.78, 0.39; GCA_003131365.1, s__UBA4720 sp003131365, 95.0, 78.67, 0.43; GCA_002404375.1, s__UBA4720 sp002404375, 95.0, 78.49, 0.36	49.62	11	0.9611907592067298	N/A
